horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,-0.0013205473428491092,0.0006299575166417229,0.0020254313884953672,0.0008307207359185791,0.0011536219786162918,0.0006735120316316992,0.0013393253056171457
