horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.3084111561371226,0.31365664551067624,0.001210047477371328,-0.0032369399486339902,-0.00041813252215791677,-0.008982917388461182,-0.007277545901793136,-0.007960727677255145,-0.011873866672883468,-0.01320243423667395,-0.01081576723978847,-0.01317103440561176,0.022087166303557705,-0.004424093348464474,-0.0012916711067442641,0.013307187871248672,-0.0018452142774557977,0.001103111291479791,-0.007304310189449273,-0.001759664690301657,-0.021979021618973048,-0.005591619172975702
