horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-2.4852505875500217e-05,-2.475593569989174e-05,-2.1616911287111887e-05,-2.332766898987482e-05,-2.4736345046361686e-05,-2.16127461703759e-05,-2.3671679834706082e-05,-2.4529179638288486e-05
2,-1.5650210912483338e-05,-1.5477910009616088e-05,-1.4353615955786833e-05,-1.637628968463171e-05,-1.8252613368804523e-05,-1.4215151676810865e-05,-1.6862839094107326e-05,-1.832554497120651e-05
3,-3.2069213288442986e-05,-3.1985119602193105e-05,-3.4082632471936894e-05,-3.425599907658753e-05,-3.868708535441513e-05,-3.3395640046205144e-05,-3.5340699699555874e-05,-3.875245414403181e-05
4,-1.2908220725394475e-05,-1.256188796095755e-05,-1.3008938060729004e-05,-1.303678190211915e-05,-1.724337206702212e-05,-1.2278468932075298e-05,-1.4654416726184136e-05,-1.866141880874312e-05
5,-2.9748735622082034e-05,-2.937153322361465e-05,-3.205778039488327e-05,-2.998823343245394e-05,-3.389328987236859e-05,-3.1395082535291264e-05,-3.258778375046616e-05,-3.614022871929731e-05
6,-1.2482951504938637e-05,-1.2234673710252669e-05,-1.5810748285524038e-05,-1.6433356804263513e-05,-2.068530930738671e-05,-1.704655970710512e-05,-2.0013976646862666e-05,-2.294078522711088e-05
7,-5.8961981409867124e-05,-5.881070916247404e-05,-5.9916082534955806e-05,-5.979279784455133e-05,-6.76721000814363e-05,-6.240987106821626e-05,-6.536122829559699e-05,-6.988997314513767e-05
8,-5.525649234833276e-05,-5.530321125385778e-05,-5.999308977255194e-05,-5.6275639244935e-05,-6.329512608434088e-05,-6.229835797428348e-05,-6.209733415051176e-05,-6.657118094389584e-05
9,-7.41047995701846e-05,-7.40532464630371e-05,-7.538576628523367e-05,-7.29160011423404e-05,-7.812907346913937e-05,-7.815833122008117e-05,-7.959497614170491e-05,-8.402076517518078e-05
10,-8.785308714716309e-05,-8.760528681193023e-05,-8.082406826372483e-05,-8.327494748168816e-05,-8.718509928062148e-05,-8.277177885110061e-05,-8.87952433479463e-05,-9.188594986731464e-05
11,-5.086976001671065e-05,-5.057281958797632e-05,-4.874077466701609e-05,-4.836805258965416e-05,-5.406453374877944e-05,-4.981148247931734e-05,-5.487001080255062e-05,-5.8495375258799866e-05
12,-5.358557365186058e-05,-5.331476638285979e-05,-5.4085477614305644e-05,-5.104277690110697e-05,-5.9867874064449665e-05,-5.3188884710815986e-05,-5.67003841264314e-05,-6.298561663066158e-05
