horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.02468269502043295,-0.022553006381780545,0.0023835782179893786,-0.0021126186261536967,0.0018758981121768296,-0.0020237589252810615,-0.0010919399811858206,0.0007018832993438184,-0.0031832279655131515,-0.0007584326784017509,-0.0015349532025001793,-7.255897632659191e-05,-0.001477121967241182,-0.0045977144049453396,-0.0007693755915279492,-0.002196500049641966,-0.004566772009106458,-0.00277604061697555,-0.0007233031132922537,-0.002650368731021396,-0.0033865822244282468,0.00012907565810037731
