horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.0315646488846965,-0.029404252802102814,-0.0012734112302529188,0.010796411040947623,0.0303901155138349,0.01273670290045568,0.015704327753957886
