horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.04030747363056668,-0.03516381447679062,-0.010921949103130879,0.00027887617615079155,0.02703196329225947,0.00768322985216446,0.0096180297154364,0.02320422892089353,0.028124698909435596,-0.008416925104888071,0.0007399923019743371,0.00623021172500676
