horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.22471948888091844,0.09600623824085476,0.011726945942981735,0.012948856168652514,0.01194744241484289,0.011790875465946735,0.010792760458110952,0.011896571675544662,0.012591089419129599,0.012595108554032133,0.0152872480246704,0.015350071593269085
