horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.20870182348738067,0.03821456818255144,0.0331949754103607,0.03262406151043914,0.03101280352552225,0.03413581213766724,0.035304878208894754
