split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,5569495.078654078,213.75184153766008,0.24478885385533303,0.0,0.0
eval,cov_forecast,13216630.892339975,252.7499923495828,0.2711835730209089,36.61057692307692,-10.782647473473117
eval,avgy,16485246.171959313,323.21314566307376,0.35373949821504747,14.254807692307692,-44.50800869556864
eval,y_mean,14433105.663888952,310.07797289648084,0.3198788388599457,18.141025641025642,-30.675410183908898
eval,avgy_mix_shared,5587430.811490505,213.68063713171884,0.24201796391848757,54.49519230769231,1.13195102358828
eval,cov_ridge_shared,5605417.516388161,215.0870325539139,0.24233668645952003,54.67948717948718,1.0017479787957164
eval,avgy_ridge_shared,5569882.04902969,214.14423423451007,0.24151851973143368,54.86378205128205,1.3359816316767728
eval,y_ridge_shared,5564618.0041848635,214.21986373867463,0.24116124526111413,55.43269230769231,1.48193373067663
eval,cov_y_ridge_shared,5548115.819484566,213.9519751389073,0.2414933290338629,55.28846153846154,1.3462724178682366
eval,cov_avgy_ridge_shared,5558715.302849723,213.94044940842812,0.24180898536097759,54.342948717948715,1.217321968473493
eval,residual_ridge_shared,5596725.445625243,214.72526613116074,0.24054464524066124,55.232371794871796,1.733824292988461
eval,full_ridge_shared,5595922.014794234,214.71207439127517,0.24056189173028386,55.24038461538461,1.7267788375475808
