horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.3035156996142488,0.2964785828080977,0.00019523579222172093,0.007544662400964469,-0.00400918866641931,-0.003893563395308425,-0.0037937292477142953,-0.004809852426689617,-0.011368545793526297,-0.015247713815651692,-0.016041949454093436,-0.01927351048774467
