horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-2.1320495813712314e-05,-2.109564951477348e-05,-1.984065517609439e-05,-1.9981985523028135e-05,-1.9160582588639833e-05,-2.0274573273176894e-05,-2.002550639716027e-05,-1.920216372742706e-05
2,-6.820904581231446e-06,-6.409475301688093e-06,-1.6498161222562007e-06,-6.140291172735148e-06,-3.735673589149975e-06,-3.165131069248414e-06,-6.578999726073882e-06,-3.864234213998069e-06
3,-2.4163005745675453e-05,-2.351627540793228e-05,-1.9308383642011594e-05,-2.478376016343202e-05,-2.1520274653277393e-05,-2.101751451036227e-05,-2.509824549714799e-05,-2.1777111596070026e-05
4,-6.306824331716501e-07,3.277585328074986e-07,5.634480553479853e-06,-1.789176397279466e-06,5.177750691079543e-06,4.523391699987655e-06,-1.8885818250076504e-06,4.544470396191063e-06
5,-1.5064066630077908e-05,-1.3998421294811512e-05,-7.505205695133009e-06,-1.6442957027765917e-05,-9.237575428019044e-06,-9.130505320190814e-06,-1.6088894461701195e-05,-1.0409334046986949e-05
6,2.197276114092642e-06,3.5949353892827494e-06,9.381112699597473e-06,-8.54473102877941e-07,5.959230734873501e-06,7.721599021413448e-06,-3.245012945749094e-07,4.846555525789784e-06
7,-3.8274220249649986e-05,-3.6721593403789515e-05,-2.8287099421395614e-05,-4.093734165567132e-05,-3.710493572040976e-05,-2.996369725775233e-05,-4.053971129402962e-05,-3.656926177053914e-05
8,-2.9349498875428485e-05,-2.7768729015617e-05,-2.351271656277941e-05,-3.12386930906898e-05,-2.8129980828196888e-05,-2.3746535553688747e-05,-3.161771329065355e-05,-2.8650092559033017e-05
9,-5.1487136380706096e-05,-4.994152234670769e-05,-6.127144432014863e-07,-4.65879923692378e-07,-3.618459001882352e-07,-4.304583604651123e-05,-4.9332583659213165e-05,-4.808853138207275e-05
10,-5.6856363087176704e-05,-5.515182074795036e-05,-6.57938412086875e-07,-5.030278935379381e-07,-3.713510537000455e-07,-4.455685216367485e-05,-5.3998388482293074e-05,-5.022673673245139e-05
11,-7.611253352762798e-06,-5.4102206455352635e-06,1.0668504692682934e-07,-7.301869447151439e-08,-2.35990503666686e-08,1.9133515895711956e-06,-6.699759757415159e-06,-1.7020828933262045e-06
12,-6.6010072226912044e-06,-3.7179247188085117e-06,7.984923546355327e-08,-5.8740392611354276e-08,-7.0760599311066076e-09,2.4312111067516773e-06,-6.105745776665895e-06,-7.308289112265627e-07
13,5.9315227169405925e-06,9.593171788434741e-06,3.108368369333044e-07,9.581902949807723e-08,1.1961779287100437e-07,1.6619257959581733e-05,8.426628107926671e-06,1.3844944319128222e-05
14,-1.714735765269315e-05,-1.2764290889847519e-05,1.887132236792402e-08,-6.798894644757073e-08,-3.193960511435592e-08,-3.2233578259938082e-06,-1.2622679248909125e-05,-8.550236288587225e-06
15,-8.31874127417077e-05,-7.775923500997933e-05,-9.45075868239674e-07,-6.231227932404879e-07,-4.819094484953073e-07,-6.907556583905276e-05,-7.934458688093686e-05,-7.60350629458254e-05
16,-2.4892091792261405e-05,-1.9760729224409817e-05,-8.94123348042139e-08,-1.1064407549000304e-07,-5.271322352662182e-08,-1.2820831327011585e-05,-2.081671714703291e-05,-1.7120180469479993e-05
17,-1.7317187925313115e-05,-1.143270677133269e-05,2.7829544006266616e-08,-6.626142220850592e-08,3.162234888908359e-09,-4.421934036182513e-06,-1.2994792480727479e-05,-9.367911517900734e-06
18,-2.2885144463917417e-05,-1.8039380012882654e-05,-6.031911660121378e-08,-1.7246347439099118e-07,-4.294295488175793e-08,-9.6747412602387e-06,-2.0733732279894626e-05,-1.4420854934466814e-05
19,-1.6251760311960635e-05,-1.158915753043457e-05,1.480831466792492e-07,-8.163740169012593e-08,1.0679536019660877e-09,-2.494479970739278e-06,-1.3597882250170166e-05,-6.284416686786166e-06
20,-2.873162620917025e-05,-2.4287037576633695e-05,2.3972305542444034e-08,-1.5428391753093086e-07,-1.0034434821501123e-07,-1.2848850543106567e-05,-2.4230899183360752e-05,-1.7439513725500982e-05
21,-2.8479559185918116e-05,-2.2693193468381673e-05,4.725746778378267e-08,-9.79728935844529e-08,-1.0101803267777828e-07,-1.1444655212754921e-05,-2.3249112491479548e-05,-1.7307379927045925e-05
22,-1.704167599545502e-05,-1.0500764913774413e-05,1.6035503750484208e-07,1.8482672825271194e-08,-2.1715802561964893e-08,2.2702087611578706e-06,-1.0868794654366127e-05,-3.4011737671311893e-06
23,-2.285664490383812e-05,-1.614225121679453e-05,1.5451760711508635e-07,-4.419039437187327e-08,-5.618105239573974e-08,-2.5119472137126195e-06,-1.5332801197598088e-05,-8.65818068829038e-06
24,-4.472808488287437e-05,-3.776300167059212e-05,-2.0747025181565715e-07,-2.2542355186333265e-07,-2.1243525208867453e-07,-2.3885131701016733e-05,-3.8148937762126925e-05,-3.0468175269124335e-05
