horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.00011544291079210972,-0.00011111775673420203,-0.00010711543602485269,-0.00010822559705079687,-0.00011594247980485598,-0.00011486188401929326,-0.00011493712556655531,-0.00011276084350177752
