horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.008874789832419235,0.004544342173909299,0.003352566287149941,0.003223500056560712,0.007887002407093485,0.006012617701026712,0.006339133788498924
