horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.004700685839391506,0.0034822695962368573,0.0033255814364038035,0.007998791938843805,0.006107363462352466,0.006394558343895491
