horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.016399884647785568,-0.014068456555680687,0.0014512044522230637,-0.0027866827622137105,-0.0034826578409264367,0.0007595469460702077,0.0020387352279709935,-0.0055091849302302195,-0.005143559790449949,-0.007425852811620479,-0.0039939309103518,-0.00454011872918844
