horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-6.57433627951434e-05,-6.381452484886437e-05,-5.647148167194459e-05,-6.134823673144374e-05,-6.24096046590726e-05,-7.153483255292086e-05,-5.966935725142124e-05,-6.734040806388371e-05,-6.719125743253533e-05,-7.132994059419426e-05,-6.112547461976666e-05,-5.0559018135267046e-05,-5.945491679668236e-05,-5.8817175006636376e-05,-6.638353234004785e-05,-5.9074108911480756e-05,-6.709059841583472e-05,-5.849722722414962e-05,-7.12482898907144e-05,-6.954433248780656e-05,-6.455150672698642e-05,-6.10898964664168e-05
