horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,0.00013552786313818815,0.00014035431395375146,0.00014351663250567617,0.00016251637051159054,0.0001486204323784995,0.00015785600059315126,0.00017956499410673425,0.00016030696744633271,0.00013471276465430645,0.00011184331957451833,0.00013505381119377973,0.00017445020207941062,0.00012801002375723068,0.0001721257765497551,0.00016052286756659747,0.00010322524740472583,0.0001438796611749162,0.00017398906096685588,0.00018960880888272037,0.000141521346702734,0.00012650017118285016,0.00015313991113596138
