split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,659.9349592935974,11.207666081653876,0.24098900386168265,0.0,0.0
eval,full_delta_ridge_shared,645.5679551320151,11.686890832678413,0.23660221578878649,45.25547445255474,1.8203270699496281
