horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.03163798871724757,0.029595881756790034,0.033980748176602384,0.05573885723862991,0.04534607702180794,0.046187128132436556
