horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,0.0001647569599058145,0.00016900528209016702,0.00017256275458860318,0.00019140264838979362,0.00017753600104634032,0.0001867230494737218,0.00020840192959645053,0.0001891276530890594,0.00016350492554884262,0.0001407112682182957,0.00016396124131351345,0.00020316681295407877,0.0001568591434000137,0.00020086594574278104,0.00018942398271191592,0.00013201864994404557,0.00017278725116740503
