horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.00029712656020450755,-0.00023373441899329325,-0.00026085950246168007,-0.0002741120513138445,-0.00027581110287794015,-0.00027759033249497944,-0.0002792573728174405
