horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.004895403215287341,0.0017156088363417536,0.0013047153790398992,0.005127399374395837,0.004104942760586593,0.004138022139152951
