horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.06944063986309508,0.004815260057083742,0.005465788905480623,0.006778667267149983,0.012007986230481361,0.013020553330677215,0.013826278666088666
