horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.0441542659915769,-0.03324397749943752,0.010857803428742744,0.008485038781638445,0.0034627667281156497,-0.003515887174064467,0.0006223004309905691
