horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.006343492414564973,-0.006064661437843295,-0.0034273432544035345,-0.003505032893683805,-0.003664870246341046,-0.00401616990498359,-0.0038326959404962023,-0.005301802127964856,-0.004973868290084574,-0.005049351505958953,-0.004706875201698839,-0.005049425520594644
