split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0004071573189471491,0.012052541985920269,0.6028376011436186,0.0,0.0
eval,context_forecast,0.0004442110829595816,0.013023635281974243,0.751050710198604,35.416666666666664,-24.585909832733787
eval,aggr_y,0.000863828444225181,0.018792529119522377,1.6481938310519224,25.0,-173.40594347884095
eval,y_mean,0.0010308618655547885,0.0182045264910913,1.7336667593202166,25.0,-187.58437695846246
eval,aggr_y_mix_shared,0.0004053541712338396,0.01209485955916219,0.60965053902499,50.0,-1.1301448132045575
eval,context_ridge_shared,0.0004060286464025438,0.012035941848008512,0.6011838714569041,59.375,0.27432424314231363
eval,aggr_y_ridge_shared,0.00040606672267319663,0.012036498860083573,0.6012292286939278,59.375,0.2668002869495253
eval,y_ridge_shared,0.00040537289414192823,0.012027344838812869,0.600313715448744,59.375,0.4186675963952224
eval,cov_y_ridge_shared,0.0004050851144866163,0.012023787972215136,0.5999731862039597,59.375,0.4751553211387244
eval,cov_horizon_ridge_shared,0.00040566178704804667,0.012030912368358118,0.6006904986250181,59.375,0.35616599139259514
eval,residual_ridge_shared,0.0004046952284302577,0.012019516451324727,0.5995369122605009,58.333333333333336,0.5475253827657962
eval,full_ridge_shared,0.0004045058559278756,0.012017458344002606,0.5993458230652902,58.333333333333336,0.5792236701400753
