horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.29670700365956193,0.29415972271904134,0.0035745201982574464,0.010861420395460534,-0.00012835913598812333,0.0004004262047985607,0.0002515700349539692,-0.0005085575401069227,-0.0057074278578861356,-0.009518029164103197,-0.009134135867382978,-0.012348770567833308,-0.010576195104591667,-0.013672376627081734,-0.0059888514689068854,-0.01093942553205874,-0.012847505042300034
