horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.26037304271517286,0.23303704640192896,-0.029148377356294074,-0.004136419166508801,0.00769138428062683,0.04944983768948757,0.0056822955344559825
