horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.2897510476863357,0.2540941167477064,-0.0540303854777492,0.007224654226360021,0.009686524949122382,0.04968687471571287,-0.03531746180913394,0.04434452525904129,-0.04276684499824817,-0.013379742988145076,-0.010801061961849786,0.08360217188860053
