horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.0001476785658091985,-0.00013835112896657398,-0.0001290651405528668,-4.899625219994276e-05,-0.00014914831146005408,-0.00011406644000281718,-8.347983945289048e-05
