horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-0.30879662521630497,0.22163229041071625,-0.0059602812722048485,0.001125501260081264,-0.0028067201132037397,0.00045772621782643553,0.0007714720179112015,0.018446522766243867,0.01774104131345627,0.018707950177135824,0.020570148700588767,0.02403240390750307
