split,baseline,mse,mae,nmse,relative_nmse_improvement_pct
eval,vanilla,9348136.0,266.37200927734375,0.3503204584121704,0.0
eval,context_forecast,12119270.0,290.34771728515625,0.3746498227119446,-6.944888114929199
eval,horizon_knn_weighted,23634348.114626493,424.34217834993086,0.6029429879147409,-72.11184029833245
eval,horizon_knn_mean,23634348.0,424.3421630859375,0.602942943572998,-72.11183166503906
eval,residual_knn_weighted,20091385.36988317,383.0849946671116,0.5598171591515779,-59.80144627834542
eval,horizon_mix_scalar,9209853.963923438,265.35181761164023,0.3474300417761627,0.8250778870033821
eval,residual_mix_scalar,9348136.917007577,266.3720079950185,0.35032047311106373,-4.195842113061282e-06
eval,residual_ridge_shared,9332314.090318805,266.76814395483876,0.3518046823465517,-0.4236760653684216
eval,residual_ridge_horizon,9450849.0,268.0783386230469,0.35348406434059143,-0.9030605554580688
eval,horizon_ridge_shared,9207034.17426048,266.0888934251774,0.3475398807397612,0.7937240334213352
eval,full_ridge_horizon,9444661.0,269.35516357421875,0.3587553799152374,-2.407773017883301
eval,horizon_mix_scalar_eval_fit,9192013.079979785,265.62759168494165,0.34691063703755265,0.9733434895788835
eval,residual_mix_scalar_eval_fit,9348136.917007577,266.3720079950185,0.35032047311106373,-4.195842113061282e-06
eval,residual_ridge_shared_eval_fit,9331269.817800565,266.60868873863,0.3514116381711976,-0.31148045534450114
eval,residual_ridge_horizon_eval_fit,9033562.0,268.4360656738281,0.3602350652217865,-2.830153465270996
eval,horizon_ridge_shared_eval_fit,9189685.713621808,266.23642964639447,0.34699690844571673,0.9487170636615647
eval,full_ridge_horizon_eval_fit,8118853.5,268.958984375,0.3856257200241089,-10.077990531921387
