horizon,V,C,Y_1,N_1
1,0.0007226743137909604,0.0007345724242996007,0.0007724187341006497,0.0008008504567738495
2,0.0003858560047688021,0.0003921082940758285,0.00047506263656381837,0.0005276761196117901
3,0.0005916523878077207,0.0006118086020548793,0.0007208158462093681,0.0007585959211874069
4,0.0004810277650504859,0.00048530979235832046,0.0006697902632607989,0.0006663717862389773
5,0.0005767122644377366,0.0005802111754806308,0.0006590993723828804,0.0006450322059093047
6,0.0010570327956460862,0.001051085997389772,0.0011354833398767499,0.0011068969046999018
7,0.0004128443512386587,0.0004150716979569629,0.0006312774683620233,0.0005707847404036789
8,0.00020563612388127572,0.00020612328089762935,0.00030545902384913936,0.00024102076390935555
9,-0.00014603336452667081,-0.00014663426719958882,-2.718872942472779e-05,-4.436651819366459e-05
10,-0.00028050008762845103,-0.0002830179252408803,-0.00018576619463312298,-0.0002072910982741439
11,0.00020043378159666933,0.0001963660070776002,0.00026833104143382877,0.0002531913568340164
12,4.0143424162971705e-05,3.613404978694054e-05,6.006202067935842e-05,0.00010597840126246382
13,-0.00028393609755053757,-0.00027720884435652673,-0.00024636708884655175,-0.00019171443276097273
14,-0.00024107801927043444,-0.000221903411154136,-0.0001392542559055887,-0.0001442855030833718
15,-0.0004998310912523936,-0.0004905987248394745,-0.00046151553879498586,-0.000460898849132058
16,0.00017935263508304429,0.00017877541172850995,0.00020076582242274814,0.00019413667238260876
17,-1.4735631773722596e-05,8.835035744253628e-07,3.568651248925283e-06,4.699526277155234e-05
18,-0.00011364380233121279,-0.00010031016312627817,-8.272800081238187e-05,-4.823917357582319e-05
19,0.0005012356848345377,0.0004980502875130547,0.0005521422891285685,0.0005890330904045433
20,0.00035010130337419676,0.0003482728398909991,0.00045750234169166404,0.00045302693357771723
21,0.0004797595633102852,0.00047489634286426876,0.0004931750730376714,0.0004602896522530239
22,0.0005712749825785004,0.00056933811356958,0.0004704736804283018,0.0005020029439344104
23,0.000688488054495835,0.0006899397477295744,0.0006439570650081334,0.0006370029169317183
24,0.00018469164466671236,0.00018600162111641328,0.00017704370494743055,0.00019747255527845857
25,-0.0003758214652572688,-0.00035616701509925784,-0.000299368809470102,-0.00031337687208608323
26,0.0005169504938898235,0.0005219812402037972,0.0005979536104452876,0.000578135448594693
27,0.0005155853961554124,0.0005221627750446367,0.0006159552278547575,0.0005545537843089414
28,0.0008394257869545452,0.0008436720039947789,0.0009732350238415238,0.00094274659464008
29,0.0007187980695208285,0.0007076193379534062,0.0008536548918857155,0.0008011186028735768
30,0.0005112065502574867,0.0004900629067372086,0.000557006208752448,0.0006056543977851154
31,0.0008764771995512335,0.0008708735087282976,0.0009684705920616904,0.0009630306686208824
32,0.0003866355144064907,0.00040223764564169696,0.0005942364897337342,0.0005259065715923062
33,8.505603918102655e-05,8.404011384332611e-05,0.00024440898463429293,0.0001471348390460063
34,-0.0001579204445690584,-0.0001513227346430458,-7.263985261347268e-05,-8.205217156604337e-05
35,-0.0001518722187935449,-0.00015066979836339075,-7.42691284315897e-05,-5.565711027109976e-05
36,0.00026438148060523785,0.0002536021917258861,0.00032094472041758077,0.000320434295354389
37,2.7926959944403106e-06,-5.740122373369991e-06,5.868089146627439e-05,0.00011119488581697331
38,-0.0002661739453040187,-0.00025903667852833766,-0.0001130321812444354,-4.772390067982922e-05
39,-0.00013715738566552865,-0.00011897061321786616,5.492669817092907e-05,4.3088436968376e-05
40,-0.0006605145345678258,-0.0006535906232197824,-0.0005185037560175966,-0.0005395670514840991
41,-0.0001392769208422266,-0.00012578949194656414,2.48068334385424e-05,-1.963174321632791e-05
42,-0.00011596058303799082,-9.005209801457754e-05,1.3550530602159902e-05,6.033824634077032e-05
43,-0.00011798534096651764,-9.826464921897622e-05,3.577118122260109e-05,8.846018961385747e-05
44,0.00036212234749660917,0.0003752553258440391,0.0005610200670588103,0.0006217447657108772
45,0.00028115494943944545,0.00029157556268021153,0.00043074069951247235,0.00043923555530055375
46,0.0001270713716882054,0.00012253406589067878,0.00010516175112879322,0.00015777352298179835
47,7.006430486544791e-05,7.449064421497374e-05,5.549366842211991e-05,0.00013714027338678522
48,0.00033854218521721944,0.00035477279492993616,0.00037782727491993606,0.000431933594176763
