horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,-0.9839695682658782,0.0639202911384096,0.04289731681125243,0.05390887551977125,0.036078053239046615,0.043917346839330317,0.04213502108780081
