horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.022029547343093692,-0.0043226988542708995,-0.0029733928508053767,-0.0033524691262447467,-0.014313899129521681,-0.014108015885476248,-0.014801700920605508
