horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.008410265650574063,0.008331471070827663,0.007617040642830241,0.015258833820738902,0.013820114291715618,0.01498929669530519
