horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.0418094589994825,0.008182906124448861,0.008112729130675718,0.007406679583152083,0.014939241027801003,0.013509738665394152,0.01468859548988603
