horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-9.485502137091221e-05,-9.17948458992327e-05,-8.540246545792038e-05,-9.026669797910274e-05,-9.13970821987963e-05,-0.00010052180054420159,-8.866991416699272e-05,-9.627042247749063e-05,-9.616338234383301e-05,-0.00010030515401344673,-9.015668105670213e-05,-7.95338604747404e-05
