winner_name,family,retrieval,method,average_nmse,average_improvement_pct
baselines/instance_euclidean_3_online/full_ridge_shared,baselines,instance_euclidean_3_online,full_ridge_shared,0.48703989466418296,1.9505076754752109
baselines/raw_euclidean_3_online/full_ridge_shared,baselines,raw_euclidean_3_online,full_ridge_shared,0.4870189073918952,1.8747130787311415
baselines/raw_euclidean_1_online/full_ridge_shared,baselines,raw_euclidean_1_online,full_ridge_shared,0.4885323356055174,1.7890669976195381
baselines/instance_euclidean_3_online/cov_y_ridge_shared,baselines,instance_euclidean_3_online,cov_y_ridge_shared,0.4882919373779399,1.782370166270242
baselines/instance_euclidean_3_online/cov_avgy_ridge_shared,baselines,instance_euclidean_3_online,cov_avgy_ridge_shared,0.48916109040341477,1.7649726864178816
baselines/raw_euclidean_3_online/full_delta_ridge_shared,baselines,raw_euclidean_3_online,full_delta_ridge_shared,0.49225595405313477,0.8228787673931451
baselines/instance_euclidean_3_online/full_delta_ridge_shared,baselines,instance_euclidean_3_online,full_delta_ridge_shared,0.4947335921142882,0.6067249947494121
baselines/raw_euclidean_1_online/full_delta_ridge_shared,baselines,raw_euclidean_1_online,full_delta_ridge_shared,0.4937610114029158,0.5749745302660209
baselines/instance_euclidean_3_online/cov_avgy_delta_ridge_shared,baselines,instance_euclidean_3_online,cov_avgy_delta_ridge_shared,0.49461178596066163,0.5385340563272789
baselines/instance_euclidean_3_online/cov_y_delta_ridge_shared,baselines,instance_euclidean_3_online,cov_y_delta_ridge_shared,0.4953107488220476,0.4657223889245811
