split,baseline,mse,mae,nmse,positive_window_pct,relative_nmse_improvement_pct
eval,vanilla,0.0007181922069716413,0.010124305236117329,0.26846820704306507,0.0,0.0
eval,cov_avgy_ridge_shared,0.000712955764208556,0.01031328083311197,0.26751059522138426,45.1421188630491,0.3566946836007263
