horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.028768572162069888,0.02576309612191067,0.01919603110097464,0.02000938601642752,0.015255367936004287,0.012248962149005869,0.005153740456034978
