horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.28617225902015736,0.2510907988440372,-0.032251339345415235,-0.006763962805701835,0.004464831746214418,0.047994059762694954,0.0035998390600487386,0.010406134427974995,-0.0097970509253923,0.003168490252685323,0.008064310734353042,-0.016927433835311503,-0.007393407017105027,0.013694489880116768,-0.00013600982271050254,0.0050758927720710115,0.013662309280816992
