horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-6.59745958582536e-05,-0.00010241803324640684,-0.00011257104903097691,-0.00016124745288482385,-7.34538315825048e-05,-2.7421283392423712e-06,2.8889747508760495e-05,-4.132500794924075e-06
