horizon,C-V,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.017767297172222994,0.023641763174844604,0.02133603982580924,0.020557616533613033,0.015183364620154488,-0.0008439690524940622,0.0008776434740137323
