horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-0.2345741277222246,0.031787309443336714,0.029695875169854936,0.034160644097224545,0.052626544610274065,0.04333672512392597,0.04430017164243152
