horizon,Y-V_1,Y-V_2,Y-V_3,N-V_1,N-V_2,N-V_3
shared,0.031243911930964898,0.028521683117694187,0.028582444239532552,0.044501062303868924,0.034113750346759904,0.03345083647941304
