horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.004494143052954814,-0.004258854844239446,-0.0015422577160311521,-0.0016000782431803212,-0.0017409111183477556,-0.0020985995840553974,-0.001898567054794858,-0.002620150840217124,-0.002468374056529303,-0.0016923035422493347,-0.0019179460960576063,-0.002178976528764153,-0.003360198745141103,-0.0030191689565764483,-0.0030868432157662162,-0.002744652360011787,-0.0030825760141271804,-0.002906178752982895,-0.002768569213044852,-0.00297087414588063,-0.002742763488947842,-0.00288263918680574
