horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.04086687103318915,-0.03573798661419615,0.012316011067460896,0.010115802612045999,0.005299296918260327,-0.0015645114579204127,0.0026171277274950433,-0.01243689144198465,-0.008696710611579304,0.00841606681320463,0.003934660766125125,-0.0009887416366641882
