horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15
shared,-0.007755389667162001,-0.00012074467490083304,0.0047990758705189936,-0.006060345552819682,0.005125211507450316,0.01055763390433218,0.0014805579969736481,-0.0016332297321241202,-0.0002301248288744328,-0.002411467234839758,-0.0007907472182899479,0.001035794778715084,0.0012961809657561938,0.002303777016866119,-0.0018066597998956518,-0.0011282385707120082,0.004636240391815302,0.001280475966971612,0.00013665554061167667,0.0012762154719812861,0.0030940392666800438,-0.0008128056860798466,0.0031563955805750795,-0.003206314168484653,-0.0036236486559863296,-0.0022934575115436686,-9.801948756010114e-05,0.0012545444850039255,-0.002125981849134787,-0.0009833213556140923,-0.0008802568195596465,0.0025583686765814962
