horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-9.354373513164326e-05,-7.129358514921829e-05,-7.714988783322377e-05,-8.049263364115834e-05,-7.775813633528e-05,-7.538148433946493e-05,-7.52862056110403e-05
