horizon,V,Y_1,Y_2,Y_3,N_1,N_2,N_3
shared,-9.207228970167679e-05,-7.811491888958013e-05,-7.976951727131904e-05,-8.024608105033579e-05,-7.833227133354506e-05,-8.00448209460668e-05,-7.643934227738867e-05
