horizon,V,C,Y_1,Y_2,Y_3,N_1,N_2,N_3
1,-0.002942352476381341,-0.0027697353978331056,-0.0018934631594742695,-0.0023061081918085424,-0.002923649906867806,-0.0023811275110174534,-0.0023251952909767457,-0.0027774762202635163
2,-0.003321050376928182,-0.002999722694047701,-0.0020983400605568397,-0.00326270497905959,-0.002180320470269848,-0.0019035702642763287,-0.0022359825142584376,-0.0027871895417830705
3,-0.0030252732103207467,-0.002615272857381812,-0.003772410624410712,-0.004150992782371677,-0.003871610601330279,-0.0032404527895717053,-0.0036170263821198,-0.003465733608918867
4,-0.004537307951488213,-0.00446119310210816,-0.005775487405083004,-0.0060849760407539226,-0.006606036405326024,-0.005375319534523523,-0.005204525738112964,-0.005611000012355109
5,-0.0063840853599549,-0.006571976517948931,-0.004984574671811783,-0.005286747317067975,-0.006141666355489026,-0.00735073145509085,-0.007340360593841536,-0.007816199467472262
6,-0.006847007093679107,-0.007063920746567631,-0.003921417755704692,-0.002565263631758669,-0.005863448954104941,-0.008252105939326286,-0.008726750308755579,-0.00880761567429935
7,-0.006720746422804268,-0.0068637098880718365,-0.005410403801082671,-0.0040856067349223125,-0.004503256550007162,-0.007751136668862238,-0.008093533459634164,-0.00817324842968569
8,-0.00887316646367243,-0.008963950973210613,-0.008647942347468716,-0.0071455696697385294,-0.006909222687773541,-0.009036709739037576,-0.0091868470789066,-0.00974716522731408
9,-0.01039591484316647,-0.010404954079063175,-0.00729266417862541,-0.008196672456092577,-0.0062700544079490345,-0.008070888069359421,-0.008471122113193721,-0.008867244895955499
10,-0.010185551259848243,-0.009807405106719054,-0.006456937548915299,-0.007575539135390738,-0.006783029474940713,-0.00624094554667421,-0.006247662631869349,-0.006165387747433257
11,-0.008445974684807905,-0.007996024009641493,-0.006254725522976458,-0.006470570719850589,-0.006832900166838814,-0.004653103919574806,-0.004296524385562463,-0.004853788252068612
12,-0.00839555070350964,-0.007833161978487727,-0.004574477800444571,-0.005400323585507824,-0.005773549544545323,-0.004051732479797877,-0.0030073810259984503,-0.0034526131198398566
13,-0.007733377420304675,-0.007220160820404872,-0.002400138950119162,-0.004071807301681672,-0.004015896223980284,-0.003352541021874526,-0.002895699221888315,-0.0031748139034956943
14,-0.008850730857612118,-0.008833380325467849,-0.0026868719901280104,-0.005413661623099721,-0.004703364958434424,-0.005021068127462401,-0.004548117042198821,-0.0046053948024161835
15,-0.0068849494568005275,-0.007230378535133959,-0.005519427440267188,-0.005983252661748106,-0.006591275782613704,-0.004207555858820013,-0.00399081926880612,-0.003984451034479814
16,-0.008224690660427329,-0.008525148423064571,-0.00790354812342335,-0.006801995519912013,-0.0077906774218935645,-0.006627900350847015,-0.005652868119146657,-0.006162033173314854
17,-0.007994800289847028,-0.008752671048126418,-0.0066293469354682,-0.006931658988315275,-0.007721666343800853,-0.00848710446915372,-0.008194232966725655,-0.008047571851922536
18,-0.008575488023796821,-0.008905950418420796,-0.005828645774310069,-0.004955709243381577,-0.006955257986640127,-0.008735878598845613,-0.008900130095304017,-0.008801054371655324
19,-0.010514335298833163,-0.010279531641604648,-0.005709595722607881,-0.005423091803803817,-0.005665241414533744,-0.008065930199993266,-0.008593093911563357,-0.007971286915717793
20,-0.01071629595732654,-0.010248673396142514,-0.004577550267655654,-0.006372235671930781,-0.005457325297716476,-0.008579084382458035,-0.009150400065543652,-0.00881451330538627
21,-0.01077037643500824,-0.010104486873478617,-0.005014120311325991,-0.007820811704193723,-0.006634176100146102,-0.00965733755373392,-0.009981160813304484,-0.010272790966533192
22,-0.008344473619875099,-0.007839942308913127,-0.0076001623792540315,-0.010035148788621665,-0.009149814650149801,-0.009349865654060333,-0.009733564319963244,-0.01000301843632457
23,-0.008008171180519316,-0.007604343584471651,-0.008889228364583652,-0.010264900559301897,-0.009997518829790985,-0.008878276542325297,-0.0087514240799062,-0.009476892798031253
24,-0.011394087758418424,-0.010904528410455295,-0.010466737767879238,-0.00993063494249893,-0.00989753398240756,-0.010384470253420448,-0.010132728713089841,-0.011210320698198894
