horizon,V,C,Y_1,N_1
1,-0.018567670963612767,0.010923252421221195,0.008954995876447672,0.014168002087354047
2,-0.051376054566418805,0.022836326014987467,0.011558661420505286,0.033657574594535715
3,-0.04962900771551473,0.013598940516114787,0.007144676392042568,0.04446197044151544
4,-0.036561013719968755,0.007198782067982089,0.004181912979608016,0.04558286227187161
5,-0.03479681580383282,0.009671490091577974,0.009488676653011582,0.036849429910753545
6,-0.047622127417291965,0.039297081119129204,0.0018389785724963405,0.03082891718774232
7,-0.06917775465918254,0.04952739191409465,0.00452738154431934,0.03406497276614809
8,-0.07225728041104802,0.02234833617627004,0.0022201343214506095,0.05596350824099434
9,-0.0644574678385615,0.030974961477605183,0.0008382483595935861,0.044942383919673895
10,-0.04654641283728775,0.009513433205046308,0.01527709809394249,0.031200869050147205
11,-0.03917563760395959,-0.002088937792269918,0.014659037763024008,0.033989331870810546
12,-0.057047806527575455,0.01685392062576358,0.017891689890253727,0.026524285079918032
13,-0.056921370849911945,0.007531214913758502,0.02619384112192266,0.021361418247605533
14,-0.04888621633804504,-0.011931441786942396,0.02926646502340322,0.030783518638652693
15,-0.05246020145441065,0.009966642188573287,0.020807702646085013,0.026946758397938253
16,-0.0781978411700514,0.02652682700178393,0.025159140067893382,0.03035365486080684
17,-0.08693711908340387,0.029328437191048592,0.007442729373171633,0.05071926861125871
18,-0.08981034472430814,0.02061258854145463,0.006819250717360089,0.061626597281519827
19,-0.07286222754365719,0.007067466403228295,0.021653606979253705,0.044866783548188495
20,-0.04532949471802463,-0.029096563794567123,0.0313062303579143,0.039550743982739264
21,-0.03752291329086335,-0.03199026152226065,0.028910939950378974,0.03603794975125832
22,-0.012202984582826268,-0.021951251980134902,0.027828150711457052,0.014815070934398265
23,-0.04707905681166689,-0.004491922047089203,0.017355669395384195,0.04227222859513114
24,-0.05649296379612958,-0.00280538143320523,0.019310293248817847,0.04048390008075556
25,-0.04325049233074366,-0.01682024764332434,0.013084305183347215,0.04558998903099128
26,-0.052901729330332825,0.008884853927310725,-0.0024787756685810424,0.05575349591882548
27,-0.0751393050268498,0.01936672993841157,-0.004561458591530538,0.06861481908480364
28,-0.08178237384239141,0.02477738454597251,0.006598936340035013,0.0599897081901238
29,-0.0710211409180484,0.012935466151797862,0.019691295588664934,0.05033444382313478
30,-0.06753852613468703,0.014980883637694687,0.02678230345533142,0.03729420794113321
31,-0.0585623996481762,0.0213453720837443,0.008170857740987338,0.04134879893161915
32,-0.06880296385024931,0.025656728907065923,0.011204600398822947,0.039764929884641476
33,-0.043364917201125355,-0.009042769780215964,0.002158497542627296,0.058684586536372284
34,-0.0397267560213539,0.003131674966477637,0.005126865308817635,0.04661731973677087
35,-0.03448201227757238,0.005373851180882168,0.014483137811618972,0.028735270418564135
36,-0.02985878219454456,-0.006967152157658165,0.020539615235209183,0.02517865367088798
37,-0.05042714739920883,0.011112639461695,0.024539792120078233,0.01799925388157013
38,-0.05657935155987859,0.00971140509683124,0.028508296232456234,0.01799691939352924
39,-0.0645828973743732,-0.01414499945859317,0.039102734306345456,0.035848550208824416
40,-0.0842656447050273,0.0055797815624258,0.036142877595535826,0.03385830228343603
41,-0.11087948701526203,0.024211356689541618,0.03629270246085675,0.03966030743363266
42,-0.1225843242210696,0.026599125249175116,0.014984977732490658,0.06851404720526097
43,-0.10505712771020675,0.008721530624165483,0.009641222206601352,0.07638449765891163
44,-0.07733440450653513,-0.019685858880416067,0.020165649824406294,0.06814906289921381
45,-0.03566915423761033,-0.05793111079303956,0.03320843794488875,0.0532949606139141
46,-0.03706595962967453,-0.04294674892410115,0.038130673898305364,0.033221939835426983
47,-0.039977408158120016,-0.023709666046477437,0.045144702910557916,0.016505516160825136
48,-0.08187768230380828,0.003057236532049487,0.03480167662495749,0.042400639110206854
