horizon,V,C,Y_1,N_1
1,-0.027584269167638852,-0.010358150185934861,0.0049704369374272885,0.055922864531355664
2,-0.08760184266430789,0.03154705745798475,-0.004201924469290373,0.08511605806198935
3,-0.09367108634686697,0.028768785044216774,0.015653839944237673,0.07370388932061177
4,-0.06615227508235545,0.01665899940919681,0.004044241329685511,0.07210693941403566
5,-0.04036708146787393,-0.005837634770200867,-0.009678329461432664,0.08079470104843627
6,-0.19636122657950603,0.17448330864001937,0.004368445701354056,0.04627061349605808
7,-0.30003790323159946,0.27226812552787405,0.02051160287594331,0.029715918480292383
8,-0.28628427189862093,0.20469951241778012,0.031010130105424586,0.0607248888379109
9,-0.2692977784126836,0.19455145659794315,0.001583097233097224,0.08711100685283052
10,-0.2809510414154241,0.17212340027407758,0.02831056879157589,0.08938375541593417
11,-0.2219228028437352,0.10870324733941461,0.02511447527514044,0.09651237904056978
12,-0.20941831212441964,0.09454799009765068,0.009968208252933371,0.11163536061563906
13,-0.21013603182355958,0.10257346290246044,0.004024173066320688,0.10632813632268061
14,-0.1591065103486516,0.06811494006444353,0.033468264258779586,0.05980149308603212
15,-0.25592945807916495,0.18648571209182796,0.010447510812505485,0.06510993277213348
16,-0.31522408811423447,0.2551349905133432,0.004688442974126787,0.06024721623298813
17,-0.16548502704736542,0.09545994394691297,0.023086634814401295,0.047872868136775056
18,-0.20590581669674968,0.12515323467985348,0.007759503913759455,0.07538102207290015
19,-0.1373078013238878,0.05370593183571424,0.02935679051632048,0.05805356956232645
20,-0.08599216555729096,-0.01847202746184685,0.05370301939882302,0.0514716213800888
21,-0.07675357861721721,-0.019960269223912037,0.03932424586594147,0.056176562807550595
22,-0.0861252529918319,0.007500307806893858,0.0310588899482979,0.06097167410827424
23,-0.12061205340747666,0.01542196834758762,0.008704137780690454,0.10669605496187835
24,-0.11454960824726201,0.0031658762285761543,-1.360045229837004e-05,0.114668537214284
25,-0.06730631329597293,-0.04206938296548029,0.009075157143710232,0.10215166436624881
26,-0.09729248228450914,-0.006843433694556653,0.0033047371753022444,0.11345099067720074
27,-0.12265530524666157,0.020950338965517484,0.006819605430131225,0.1077356835956883
28,-0.12618998845296514,0.02048959173011131,0.0199478709067848,0.09732925978620494
29,-0.08005791553507555,-0.014513002496735403,0.015599984894980592,0.08937628145265178
30,-0.07421694116893797,-0.0011652548192279608,0.0011562285156156008,0.08518131811820927
31,-0.1566496596441678,0.11128834606683581,0.003065452066479104,0.05514288818286185
32,-0.22164173099262874,0.15965003673679637,0.018718961509449246,0.0503986565283918
33,-0.14378719036584306,0.04051542204202273,0.03705616979620816,0.06966605093167204
34,-0.19806142572071037,0.1073489636208902,0.02340800678831738,0.07821179563756583
35,-0.19499636164319167,0.07592038644540587,0.037479816918810666,0.0928875594498061
36,-0.18856710624630335,0.04500548588926206,0.02578397629667557,0.12643422054595596
37,-0.27721111492305184,0.14674861668184905,-0.0016209390694395733,0.1377441073597003
38,-0.27058309941238656,0.1566100225839793,-0.002240054008551405,0.12113376721853343
39,-0.2541325969742756,0.13989341691967305,0.02653685355108007,0.08539095663002143
40,-0.24358465693835343,0.14413861592306781,0.021565024094612348,0.06931704698735204
41,-0.22169417486038376,0.13199108751048244,0.023834925657442493,0.053002616431419756
42,-0.1570388634604978,0.07081597506185446,0.03937203488595856,0.030649705208288518
43,-0.1541560934515222,0.06065099108587971,0.03014099362481483,0.051306227993715446
44,-0.12357274383844942,0.02115078146999129,0.05053381874831074,0.04120063337352715
45,-0.12744908373733166,0.004431497970988506,0.0581185512095121,0.05719656806032526
46,-0.16906394089447743,0.05080312581322979,0.02152445090855934,0.09058399042519208
47,-0.15621812952562864,0.030659465710774297,0.015890970161414348,0.11007906754791588
48,-0.15898042937099108,0.02629726324517506,0.004064839047527837,0.1261125933750062
49,-0.1116774274603973,-0.013891019321263272,0.004294043712445073,0.12203714485981623
50,-0.11931242520908453,-0.004100093142039752,0.0031899767906534396,0.12276375133776851
51,-0.1571189741076431,0.02805246545238026,-0.0026323618198778966,0.1468964978585315
52,-0.17667141036610284,0.054568672572613476,0.00022972107511698222,0.135885905836515
53,-0.16256946259360086,0.03633157256391291,0.009754440072928996,0.1268689390876741
54,-0.11623777279145348,0.02006954613518099,0.005448887865131878,0.1038224095356683
55,-0.10843545346385158,0.02842607893847306,0.007100126359930396,0.08293060757633161
56,-0.16672678772700117,0.10017417702739391,0.017535890946725384,0.05073235471492364
57,-0.22476726741377162,0.14417470584549474,0.024130065896582942,0.055110828154580266
58,-0.2173735677680699,0.10416360216258354,0.034039629246359324,0.07683988394084743
59,-0.26761213393249833,0.16811862696204924,0.01883003015736255,0.08718227493390665
60,-0.30109005532481614,0.1711256428359861,0.029775696432159358,0.1071164076227919
61,-0.29122048681493923,0.14375152389642934,0.015820427910538937,0.13997586621577848
62,-0.36532363641916754,0.21354678140859062,-0.012098797590315727,0.16929563316292512
63,-0.35648244913289495,0.20535604302600335,-0.008585967340421836,0.15495306864428474
64,-0.323436819081914,0.18498517385702087,0.02201293554487567,0.10504468664815529
65,-0.25416647972752276,0.13741586991081664,0.026073910676708764,0.0778860575393045
66,-0.24585087117763962,0.13533585658609443,0.019904633853446766,0.07521168903416302
67,-0.19724088054322828,0.09624682556505011,0.029152848984336198,0.05580315132635511
68,-0.17904527443409443,0.07422728308898964,0.026959644293211862,0.06416166474081549
69,-0.16948851161916068,0.056406891189537456,0.05650927371912364,0.043705132709881356
70,-0.19906033034410023,0.07968626201819667,0.04304067370134278,0.07181043204054396
71,-0.20482484892122751,0.07374863144092915,0.01807507938315349,0.106835549572387
72,-0.22534841354016172,0.06850344058074655,0.008970360052887216,0.13792209515652387
73,-0.21625926984071572,0.05745108161504473,-0.005439257655230719,0.15193120447776592
74,-0.1892749060102444,0.04634167929902986,-0.004059065440922195,0.14051486890547493
75,-0.2476650516387329,0.1089218840733458,-0.014272927583236417,0.14993813106811557
76,-0.3029979945615548,0.15144814911439727,-0.020558419811590036,0.17959314781537886
