horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10
shared,-0.00023097925210860922,-0.00021557610809391976,-0.00020697905592416066,-0.00020834667098966087,-0.0002246745099568937,-0.00024685814298794676,-0.00027307983237411014,-0.00022972749245955755,-0.00022579480758561635,-0.0002805112670457394,-0.00026308843923849337,-0.00028076895279578214
