horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.00015190777415085343,-0.00013741029453887024,-0.00012924843492209188,-0.00013074700038351683,-0.00014677195638493966,-0.00016857244777464776,-0.00019513737454607708,-0.0001517251525372405,-0.00014755556720377487,-0.00020265928642710304,-0.00018526297482244987,-0.00020310129323301807,-0.0001847178081019453,-0.0001760639853590956,-0.00017658962501293973,-0.00017105544278098043,-0.00014028766615194153,-0.00016869894379771772,-0.00018601152329777163,-0.00019251020155273485,-0.00016961223442808816,-0.00014553477085505414
