horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10
shared,-0.007332777049651994,-0.0018750015604770548,0.0050355824199840886,-0.005929979172840281,0.005538218290646449,0.010816183031592113,0.0018425813935780866,-0.0014905320012915833,8.775790386257965e-05,-0.0022070048827352515,-0.0004465545558096398,0.00154088559579879,0.00152973662576798,0.00038555208666446613,0.0017676267279716786,0.003373493037891642,-0.0003705885932262197,0.0034532026736620925,-0.0028641976432384293,-0.0033569636268805936,-0.001836168827590397,0.00040577440631348635
