horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.0007750216250571505,-0.00046251959632133134,6.383748253842837e-05,-2.1402591693854645e-06,-8.418419625976292e-07,4.150302783616096e-07,0.000905603356732882
