horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20
shared,-0.00339818355090471,-0.003102794132302003,-0.0009747052575236199,-0.0015102681094187472,-0.001624028129240792,-0.000979433863744941,-0.0007939152247581441,-0.0010643230046733702,-0.0009571131037057643,-0.0005887995151403887,-0.000620144298991344,-0.0016843543290135723,-0.0006243265587768868,-0.0004129056772605029,-0.0009908265415107512,-0.0009378032384160355,-0.0007990472812941735,-0.0012003332951898479,-0.0014445624769551494,-0.0016376547211174998,-0.0004192444237083283,-0.0012644861633869739,-0.0020054778107553056,-0.0019636683620956013,-0.0021985452544310393,-0.0017746395119734681,-0.0018097686746771317,-0.0015259951131306017,-0.0017183864893125724,-0.0011989216824450015,-0.001524062289061326,-0.0016905927724256157,-0.001214711585819005,-0.0016389554947592784,-0.0016518238945510359,-0.0015742525059813102,-0.0013604198355711046,-0.0017223892699024294,-0.0015470690160120384,-0.001394284511376719,-0.0012845927582465556,-0.0014100092581962392
