horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5
shared,-0.008343302262749649,-0.008238944221424538,-0.003060046252870308,0.00708559949651318,-0.0008245829708722393,0.003803556248256523,0.014206054629524604
