horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,N_1,N_2,N_3,N_4,N_5
shared,-2.034284108244055e-05,-1.7353910602548055e-05,-8.743145660370968e-08,-1.913286351333223e-07,-1.1572362294800158e-07,-1.6563415666296373e-05,-1.7865957578855374e-05,-9.433918388676805e-06,-1.8197727279938942e-05,-1.3413434434503213e-05,-1.5293859413547205e-05,-1.6925692295164363e-05
