horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20
shared,-0.16981327124132545,0.10537731707888877,0.0015056522831681735,0.0007948072311198501,0.0020015511798913343,0.001964217503583751,0.0015145918602644695,0.00190617525043968,0.0023701057570889705,0.002052620692883527,0.0009459515180200064,0.0033709106012811095,0.0029441908486169334,0.00238824835354922,0.004503493415608505,0.004362667914009355,0.006227315174895471,0.0065779475734976224,0.006815048756869647,0.004660279875719275,0.005212423796148258,0.0069213137499803705
