horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15
shared,-0.2962410858875472,0.2190337329697063,0.0018781651202965793,0.0017232392100669795,0.0026779702250572697,0.0033276476538580332,0.005443330379429242,0.003195582300848904,0.00460779210667079,0.004966735271198488,0.005479592209396146,0.007235537589338813,0.006821148173680971,0.008669893198367057,0.0066437568229169705,0.008345270608070313,0.010565161623312365
