horizon,V,C,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11,N_12,N_13,N_14,N_15
shared,-0.30406493073773044,0.20778806110951384,0.0013982088346884188,0.0005003650351545543,-0.0018301889001612435,-0.0016874173944604243,0.0008987831372473115,-0.0020416714497461345,-0.00019198267152212143,-0.0026696723971738074,-0.0013587553233300404,0.002195636995571802,0.0011960086883786272,0.0003164837379019758,-0.0020421562104819503,-0.00015129681350428234,-0.0010961823914060168,-0.0028351672843281083,-0.0021223207233865594,0.006337226106528687,0.007236108646986327,0.005373305469451962,0.007752138275570755,0.005380973181102542,0.011868975479917105,0.009164487700995656,0.004414314371959246,0.0049049325274081994,0.011515188203220316,0.01184721154746573,0.010629661880481239,0.01732330592255988
